transaction_id,bank_id,customer_id,transaction_amount,transaction_date
000d01bc-bbbe-4bd4-9768-6109a570a432,BANK_3,7504da6a-1ade-42e2-82bb-2fed8fcd6a7a,4222.89,2025-09-05 16:16:19
19e1ba8d-e85d-4e73-9645-ae3dcbfc1598,BANK_2,6fb3dda9-55bd-4422-8f47-47e043e8c78b,2555.8,2025-08-12 06:17:55
f4e42db0-261d-4025-9db8-4433e19606b8,BANK_9,40f4640c-99a1-4bbb-841b-5c766591b9bf,4386.86,2025-08-18 15:12:26
11e8db53-0957-4068-b302-00b03128db5c,BANK_8,144bc2fc-1d62-42d3-b33e-34912dec62ef,358.81,2025-09-03 12:56:41
8eef4212-6b2e-405c-ae4b-fcc7ca664261,BANK_4,d85b7947-38bb-4204-a8c3-b231e4c14617,610.12,2025-08-20 22:01:23
865763ba-a35b-4d60-85ec-f76909f2b8bd,BANK_1,bfa4c5c2-2648-4432-89a7-00fd1dab28b7,1043.69,2025-09-03 01:22:27
7fb35eac-502f-4ac0-9eaf-0ecebd6370dc,BANK_7,7b0fb9e0-9af5-4f26-9fca-1cf9af3387ea,3825.42,2025-08-16 05:44:17
ce88acb9-09d5-480d-a261-5ea9e855f324,BANK_3,a864a482-9a71-4cb6-a241-b86214b1deb8,1031.27,2025-08-19 12:52:07
367d609e-cf71-4e3c-9dab-cd6e681bfb83,BANK_8,f178e0a2-dce1-491c-8373-69c41f527178,1029.88,2025-08-31 11:45:12
97826a65-2e93-4f43-9ab2-2073841d5b4c,BANK_8,84f186e1-d0c8-43b5-bfe7-80748bcf7b4c,928.07,2025-08-26 15:05:44
3e25459a-774a-480b-a1b6-3dc208a822f7,BANK_2,16345d92-71fe-4c11-9f86-b991208c038f,4253.72,2025-08-22 12:37:51
503307a8-9b70-4c43-915f-14009fd071d1,BANK_5,5a2026ed-10a0-4b55-a954-7f0843d0f4fc,2494.8,2025-09-04 04:21:42
bca7dadf-a397-466b-b7bf-d77840b214ab,BANK_4,1f73323f-5552-4d45-82b4-6fbac0d89a56,2450.21,2025-08-30 18:12:52
920b8841-7fe2-46d0-8952-6c7df2e39efd,BANK_7,030acfa4-9bf4-405d-b425-b49a49b02d61,4450.93,2025-08-13 18:56:23
6382b894-478a-4bba-8fc4-7cfb74afd589,BANK_6,b829128f-786c-48b1-bc4a-fce9ad454987,3677.06,2025-08-09 03:24:55
a5ffce96-ed08-4f34-b6ec-f9f591253787,BANK_3,d3c7b939-9c0a-4477-883c-456ca2435e3b,4799.74,2025-08-26 07:06:00
181fece7-c19e-4cdc-bead-0753263a0d94,BANK_3,97299988-b6a6-44cf-a1b0-e6495321b41f,4315.22,2025-09-04 02:03:11
a5434fde-c3b4-4bac-92c7-9e29e83ad462,BANK_3,e998d11e-ef40-4556-95a2-0d8b9bdbef80,4093.79,2025-08-14 05:21:03
788eafaa-1c13-48d7-89c0-2db0135a01a7,BANK_2,8c08be97-3ce9-453c-b56c-b304b63c442f,4489.18,2025-08-12 17:46:42
12a8b5cc-3f2b-4adc-9f0a-d0e263479282,BANK_5,9ae62092-9be7-4b94-a783-9568d4350b92,2931.63,2025-08-29 06:20:45
91b63659-4fd5-40be-bb17-7485cc2fcfc0,BANK_7,0bee1d9b-6d73-4605-ad60-fbdc5a8a28d9,2151.95,2025-08-24 17:04:03
cfc0706f-c720-4e76-a759-3983ae1458a9,BANK_9,46abf1b5-dc23-43dc-b4eb-52ceabf6ab98,1791.74,2025-08-27 01:50:25
b3befa02-cb2e-4364-a712-24c3d85d56e0,BANK_4,160ff395-6709-4f02-a9cc-f60307323fab,4675.29,2025-08-29 01:50:50
47ae4090-3862-4b32-9939-7e136241ee33,BANK_1,95a09325-e895-4877-839d-4e95014acb52,1652.42,2025-08-15 19:03:17
f2be0df0-7b8c-4bf3-a45a-349b050393b8,BANK_7,2842299f-c3b2-4f32-9e05-f6f81e20ac7d,2307.19,2025-08-30 10:38:21
50906208-ecfa-4c4d-a239-07f101dd8fa9,BANK_10,02b7c4e8-b520-4f09-9bd0-67805791eeae,261.07,2025-08-15 06:41:36
42542494-f150-4a5f-8d64-5e8dfe145040,BANK_2,035fc1fe-54be-443f-965f-f8ea46d1b39e,532.17,2025-08-18 10:11:42
7614227c-7548-4928-be40-892f30220e01,BANK_5,f9d7c938-1c4a-47ae-88be-2a39fc994088,3825.33,2025-08-17 05:56:28
344edba2-ee22-4148-a163-842e81ca95d3,BANK_1,1787d280-2019-47b5-932a-55b2c7a1e24b,2654.46,2025-08-20 07:27:13
a88c066f-326c-45c9-8dfa-52c654b841b9,BANK_5,94c115ca-b014-48c8-8ae8-08a8f84f83b7,3952.02,2025-08-20 22:25:28
7f4a100b-90ae-41fb-b9b9-e6235a32b475,BANK_1,122daea7-07a9-4e44-87fe-fd69cc87c16e,1735.68,2025-09-01 23:04:47
51a546ed-eeaa-4cbb-802d-abd67edf2af3,BANK_2,17b1de1b-2541-4df7-8fbf-6a4969f95ca3,2978.15,2025-08-22 05:29:26
199194ff-70d7-4910-8ffc-031f158f3a7f,BANK_4,ef2e5966-8a79-48b9-9248-bdd2bd70c73a,1147.41,2025-08-12 11:45:31
625deebc-d24b-4b7c-8e73-404ee0566a46,BANK_5,41758b17-d291-4d58-8578-0327e2b88a2c,1544.62,2025-08-26 06:29:12
3bd89b53-56f3-4343-b40b-e53202090627,BANK_8,0e84fd5c-8b64-4cd0-a30a-8a1eca3b0943,156.58,2025-08-14 02:12:15
f73b0f2b-0aaa-4c8b-a728-db3d3e4515ae,BANK_5,0c96d89b-3bac-4131-81bd-769a23d4212c,1698.62,2025-08-14 03:30:46
5c2b651b-3480-4ca6-8a6f-293d621d5b51,BANK_1,7ef5720d-83e6-48ae-baea-03ff743a5d1d,3675.47,2025-08-13 18:38:27
83ab92f9-cac1-497c-afda-e2aea20cbc56,BANK_1,f4d42468-96e3-4950-aa30-5b7c83301021,293.0,2025-08-30 12:17:27
31220afe-0020-4474-93d4-4ac5b9931184,BANK_2,c7397fde-f77b-4e6b-aeb4-2ce3a95e23dd,1497.17,2025-08-25 06:57:18
e71977f1-12d0-48e4-8137-60742d79d6ef,BANK_3,b54e1d80-9aab-47d7-b465-778ba3f1e78a,385.61,2025-09-04 15:19:49
09cbbc6a-a52a-4066-bb62-64c77336dd15,BANK_2,56176dc3-228b-4a70-97dd-24b5dc5bb4bd,2230.48,2025-08-21 13:46:50
fe058615-d078-45df-addd-bfd287a2212f,BANK_3,521dd503-4203-43e3-9422-6810ef0fde84,2107.18,2025-08-16 05:46:51
85e394ba-0425-4c43-87e8-2fd33b9e4b8b,BANK_6,6fb50cb3-1353-4934-a9b4-df976e4bb210,2686.5,2025-09-02 23:22:54
2c47b85f-e46c-43ef-8491-73dfd95ee10b,BANK_3,3ec2e657-18b0-4b7b-bf10-de824f3f5207,690.09,2025-09-02 11:05:45
b8945791-a975-4d70-ac01-cd2fea3ac84e,BANK_2,a5a7c343-19dc-49c7-b5cb-bb34385eacbe,2976.33,2025-08-27 18:47:23
1155b9e1-218c-4a35-9e9b-68ec0928c703,BANK_6,3d6f7d50-3d67-4327-a97d-a0fe0754a47c,3066.79,2025-08-09 13:41:06
245423b6-e1f4-46c6-8d58-f39e89a75bbb,BANK_3,8deedd4d-7354-4a82-991c-e21936637ca6,4276.8,2025-08-18 22:25:22
ee89a7b3-0073-48e1-85e5-647355d56d7e,BANK_2,d694f4b7-3215-402c-9c74-8d23c7e46595,3854.45,2025-08-26 05:13:20
6dd2ebe6-2f38-42e0-a7de-d83261c6d4d7,BANK_9,c872e4a9-0137-4d51-9ddc-29da68885578,2988.01,2025-08-19 16:05:07
bb3c9202-fc7b-4bcb-acf1-539d35eb3be9,BANK_9,9a054204-045f-468d-8dc3-a97be7e3bdb1,4924.07,2025-08-14 21:04:29
898c49e7-f153-42b8-855f-f2f56a45ae95,BANK_4,d1de7caf-485a-4f51-80f3-f319f0005b8f,1171.26,2025-08-30 08:33:24
ead35384-0bd4-44d2-99a2-a17e7d32bb2f,BANK_5,934b3a6c-2cb3-41b9-8bda-51a6c661b989,2664.27,2025-09-01 22:59:57
976f71dc-b78d-4023-bd5e-8c549a9ed83e,BANK_5,92cf0f15-289f-4a51-94aa-5b7a86565c2d,3894.27,2025-08-19 07:51:23
e75c79a0-dfee-49a3-985c-c86221e994bb,BANK_4,3cb68202-9882-4bff-95bd-f5b743658438,1845.97,2025-08-21 14:35:38
a52fd168-34a5-4a5e-8d1c-336b8eae72d0,BANK_10,5c591f48-d26e-4072-b03c-174117f1ad37,1236.82,2025-09-01 04:39:17
49a3955e-afb5-4f2d-ae26-22b18c8ab1c1,BANK_9,230bf02d-6406-46da-ae15-0c84c07bea35,208.89,2025-08-20 17:52:18
79ad9b10-bb9d-48f8-bc36-266f8faefa4d,BANK_1,8f55b9b4-f3f2-4f8d-a2a6-e0a304288d26,4553.29,2025-08-29 15:42:58
1ab0e563-679d-4d58-bf87-a1de05b67a63,BANK_3,eecb823b-7d05-43bc-875f-9740e4d64e80,2067.22,2025-08-26 22:33:39
1ef8110a-6e1e-4bd3-a491-1a71f46314f6,BANK_7,b6292c90-041d-40c0-9a01-b72fdab76c08,2240.43,2025-08-23 19:14:20
4bb807ec-7fb0-4d7d-9aaf-39c9c9dc21fd,BANK_9,b360f6d1-fa8b-4b27-9d88-d640c4115187,2933.79,2025-08-27 23:11:24
0e42454f-c45e-44dd-b6e0-6ef4b42be214,BANK_1,9b8abcba-8131-49b1-be16-f36a1f265a7f,3939.82,2025-09-07 07:34:44
